Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
09/10/2020;09/09/2020;Pharmacy Plus, Inc. dba Vital Care Compounder;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/21/2020;06/11/2020;Centurion Medical Products Corporation;Division of Medical Device and Radiological Health Operations East;CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded;;
07/17/2020;07/09/2020;Hydroxychloroquine-online.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/17/2020;07/09/2020;Pharmaboosters.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/04/2020;08/03/2020;MMSTabs.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/31/2020;07/30/2020;Vapore LLC dba Mypurmist;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/07/2020;08/06/2020;Canadian Chaga;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/21/2020;05/19/2020;Tiao Peng Trading, Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
07/23/2020;07/21/2020;21st Century LaserMed Pain Institute d/b/a Create Wellness Clinics;Center for Biologics Evaluation and Research (CBER);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/19/2020;08/17/2020;PA Green Wellness LLC dba A Predictive Biotech Certified Facility;Center for Biologics Evaluation and Research;Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19);;
08/20/2020;08/19/2020;Living Senior, LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/19/2020;08/17/2020;Predictive Biotech;Center for Biologics Evaluation and Research;Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19);;
08/18/2020;08/06/2020;Heritage Tobacco, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/02/2020;09/01/2020;1 Party At A Time;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/25/2020;07/31/2020;Gourmet & More;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
04/14/2020;03/31/2020;KetoKerri LLC;Center for Food Safety and Applied Nutrition;New Drug/Labeling/Misbranded;;
04/14/2020;04/02/2020;American Fertility Medical Center, Genetic Infertility & Andrology Lab;Division of Biological Products Operations II;Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps);;
04/14/2020;04/03/2020;Macduff Shellfish -Scotland- Ltd;Center for Food Safety and Applied Nutrition (CFSAN);Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
04/14/2020;04/13/2020;The GBS dba Alpha Arogya India Pvt Ltd;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/14/2020;04/13/2020;Gaia Arise Farms Apothecary;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/15/2020;04/14/2020;Earth Angel Oils;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/17/2020;04/16/2020;Nova Botanix LTD DBA CanaBD;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
04/16/2020;04/15/2020;The Art Of Cure;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/15/2020;03/30/2020;Unitedpharmacies.md;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
11/12/2019;10/22/2019;Kwokcheng Enterprise, Inc. dba Fullei Fresh;Office of Human and Animal Food Operations East Division IV;Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;08/21/2023
03/30/2021;03/26/2021;Grand Vapors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;08/16/2023
08/22/2023;08/15/2023;FVD Produce, LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
08/22/2023;06/12/2023;Moises Gardea;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
08/22/2023;08/14/2023;K. Boeun Pharmaceutical Co., Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
08/22/2023;05/18/2023;Seafood Brothers Inc., DBA G & L Seafood Inc.;Division of West Coast Imports;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
08/22/2023;08/08/2023;Angela M. Stupi, M.D.;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
08/22/2023;08/18/2023;Nature’s Innovation, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;03/16/2023;Sol-ti Inc.;Division of Human and Animal Food Operations West V;Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
08/22/2023;08/08/2023;International Laboratories Corp. Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
08/22/2023;08/18/2023;Amazon.com, Inc;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;08/18/2023;Thrasio, LLC D/B/A ZymaDerm;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;08/18/2023;MolluscumRx, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;05/25/2023;Eco Food Distribution, LLC;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
08/22/2023;08/18/2023;Walmart, Inc;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;08/18/2023;Molluscumaway LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
08/22/2023;06/26/2023;Lone Pine Farm;Division of Human and Animal Food Operations West II;PHS Act/Shell Egg Regulation/Adulterated;;
08/22/2023;05/31/2023;Knobbe Cattle Company Inc.;Division of Human and Animal Food Operations West II;Illegal Drug Residue Animal Tissue/Adulterated;;
09/14/2023;09/14/2023;Shenzhen Kanger Technology Co. Ltd. d/b/a Kangertech;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Day 2 Day LLC d/b/a Day 2 Day Tobacco;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Vape Shop;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Love Your Potion;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Discount Vape Pen;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Half Empty, LLC d/b/a Vape Street;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Aladdin Smoke Shop LLC d/b/a Aladdin Glass & Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;2486808 Ontario, Inc. d/b/a Mister Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Main Smoke Shop Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Smoke City Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;The Vape Giant;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;LA Vape Co;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/14/2023;09/14/2023;Access Vapor LLC d/b/a Cali Pods;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded;;
09/15/2023;09/14/2023;Captivape LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/19/2023;09/01/2023;PureChemPros LLC;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
09/19/2023;09/12/2023;Walgreen Company;Center for Drug Evaluation and Research | CDER;Failure to Register and List;;
08/29/2023;08/10/2023;Tesla BioHealing, Inc.;Division of Medical Device and Radiological Health Operations East;Medical Device/Adulterated/Misbranded/Lacks PMA and/or 510(k);;
12/11/2020;12/02/2020;Health & Wellness Center International One, L.L.C. dba Hotze Vitamins;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/29/2023;08/03/2023;K.C. Pharmaceuticals Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
01/21/2020;01/17/2020;GOJO Industries Inc;Division of Pharmaceutical Quality Operations III;Unapproved New Drugs/Misbranded;;
12/29/2020;12/21/2020;Riverstone LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
01/26/2021;01/19/2021;Alma Reserve;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
01/27/2021;01/12/2021;AusarHerbs;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/29/2020;12/21/2020;Sparrow Health & Performance LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
01/05/2021;01/04/2021;Coco's Holistic Specialties & Apothecary;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
02/17/2021;02/16/2021;Dr. Paul's Lab;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
03/02/2021;03/01/2021;Ageless Global, LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/26/2023;09/05/2023;PT. Winson Prima Sejahtera;Center for Food Safety and Applied Nutrition (CFSAN);Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
09/26/2023;09/18/2023;Zhao Qing Longda Biotechnology Co. Ltd.;Center for Drug Evaluation and Research | CDER;Refusal to Provide Access to and Copying of Records;;
09/26/2023;09/12/2023;Gulf States International, Inc.;Center for Drug Evaluation and Research | CDER;Refusal to Provide Access to and Copying of Records;;
10/10/2023;08/28/2023;MKK Imports;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
10/10/2023;09/19/2023;Abiomed Inc.;Division of Medical Device and Radiological Health Operations East;CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded;;
10/10/2023;10/02/2023;Seoul Cosmetics Co., Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
01/31/2023;01/30/2023;Fei Fah Medical Manufacturing Pte. Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
10/10/2023;10/02/2023;www.gorillahealing.com;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
10/10/2023;09/26/2023;Antonio E. Blanco, M.D./Vista Health Research, LLC;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
10/10/2023;10/02/2023;www.semaspace.com;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
10/10/2023;09/29/2023;www.alphamedstore.com;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
03/04/2021;03/04/2021;Omnisense Systems Pte Ltd.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
03/08/2021;03/05/2021;CAMA Wellness Center/IodoRios Company, LLC;Center for Drug Evaluation and Research;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
04/15/2021;03/26/2021;Fast Masks USA LLC;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/30/2023;08/30/2023;Perrigo Wisconsin, LLC;HUMAN AND ANIMAL FOOD WEST I COMPLIANCE BRANCH (HAFW1-CB);CGMP/Quality Control/Adulterated/Infant Formula;;
10/20/2023;10/20/2023;The Juice Bar;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/05/2023;10/05/2023;Safa Goods, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/25/2020;01/22/2020;CPAPNEA Medical Supply;Office of Medical Device and Radiological Health Operations Division 3 West;Medical Device/Adulterated/Misbranded/Lacks PMA and/or 510(k);;12/01/2020
10/06/2023;10/06/2023;D&A Distribution, LLC d/b/a Strictly E-cig;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
08/16/2022;08/10/2022;Cangene BioPharma, LLC dba Emergent BioSolutions;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;10/04/2023
06/07/2022;05/17/2022;Valley View Milling LLC;Office of Human and Animal Food- West Division II;CGMP/Medicated Feeds/Adulterated;;10/10/2023
10/12/2023;10/12/2023;Born Blessed Enterprises, LLC d/b/a One Stop Vape Shop;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/12/2023;10/12/2023;Caribbean Cloud Dot Com d/b/a Gorilla Vapes of Forest;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/12/2023;10/12/2023;JP Ventures LLC dba iVape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/13/2023;10/12/2023;IOC Marketing, LLC d/b/a eCig Source;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/09/2023;11/08/2023;Vapor Authority, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/09/2023;11/09/2023;Dieselbycg-Hometown Vape Lounge;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/09/2023;11/09/2023;Toe Toe Inc d/b/a Juana Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/10/2023;12/29/2022;Turkuaz Sa?lik Hizmetleri Medikal Temizlik Kimyasa;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;
11/14/2023;06/01/2023;Ming Fai Industrial Co LTD;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;
11/14/2023;11/06/2023;Saruhan Kimya Ve Temizlik Urunleri Sanayi Ticaret Anonim Sirketi Corlu Subesi;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
11/14/2023;11/08/2023;Wello Inc.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Misbranded;;
